id,raw_text,normalized_text,label,split,normalized_no_accent
1096,Noise data là gì?,noise data là gì,qa,train,noise data la gi
647,Trong tháng 4 tôi có những lịch nào?,trong tháng tôi có những lịch nào,calendar,train,trong thang toi co nhung lich nao
636,Công thức tính diện tích hình tròn là gì?,công thức tính diện tích hình tròn là gì,qa,train,cong thuc tinh dien tich hinh tron la gi
1140,Bỏ lịch họp chiều mai.,bỏ lịch họp chiều mai,calendar,test,bo lich hop chieu mai
39,Mở camera!,mở camera,control_device,train,mo camera
746,Cách cải thiện tâm trạng khi buồn?,cách cải thiện tâm trạng khi buồn,qa,train,cach cai thien tam trang khi buon
1261,Mình tên Khánh.,mình tên khánh,personalize,train,minh ten khanh
790,Cloud computing hoạt động như thế nào?,cloud computing hoạt động như thế nào,qa,train,cloud computing hoat đong nhu the nao
495,Tại sao nên bảo dưỡng xe định kỳ?,tại sao nên bảo dưỡng xe định kỳ,qa,train,tai sao nen bao duong xe đinh ky
247,Hôm nay có cuộc hẹn nào không?,hôm nay có cuộc hẹn nào không,calendar,train,hom nay co cuoc hen nao khong
576,Chiều nay tôi có bận không?,chiều nay tôi có bận không,calendar,validation,chieu nay toi co ban khong
609,Phát nhạc tiếp!,phát nhạc tiếp,control_device,train,phat nhac tiep
9,Mở Messenger!,mở messenger,control_device,train,mo messenger
807,Tôi thích học vào buổi tối.,tôi thích học vào buổi tối,personalize,train,toi thich hoc vao buoi toi
423,Chiều nay tôi có lịch gì?,chiều nay tôi có lịch gì,calendar,test,chieu nay toi co lich gi
1407,Tôi thường quên uống nước.,tôi thường quên uống nước,personalize,train,toi thuong quen uong nuoc
2,Tại sao cần sử dụng hệ điều hành?,tại sao cần sử dụng hệ điều hành,qa,test,tai sao can su dung he đieu hanh
904,Mở Spotify!,mở spotify,control_device,train,mo spotify
115,Hôm nay có mưa không?,hôm nay có mưa không,qa,train,hom nay co mua khong
974,1 inch bằng bao nhiêu cm vậy?,inch bằng bao nhiêu cm vậy,qa,train,inch bang bao nhieu cm vay
527,Thêm lịch đi làm lúc 8 giờ sáng.,thêm lịch đi làm lúc giờ sáng,calendar,validation,them lich đi lam luc gio sang
1099,Classification là gì?,classification là gì,qa,train,classification la gi
1375,Tắt tất cả ứng dụng đang chạy!,tắt tất cả ứng dụng đang chạy,control_device,test,tat tat ca ung dung đang chay
530,Tuần này tôi có lịch gì?,tuần này tôi có lịch gì,calendar,train,tuan nay toi co lich gi
1112,Cuda là gì?,cuda là gì,qa,validation,cuda la gi
586,Cách duy trì lối sống lành mạnh?,cách duy trì lối sống lành mạnh,qa,train,cach duy tri loi song lanh manh
205,Ngày mai tôi có bao nhiêu cuộc họp?,ngày mai tôi có bao nhiêu cuộc họp,calendar,validation,ngay mai toi co bao nhieu cuoc hop
215,Thêm lịch nghe nhạc buổi tối.,thêm lịch nghe nhạc buổi tối,calendar,test,them lich nghe nhac buoi toi
30,Nhớ là tôi luôn bật wifi.,nhớ là tôi luôn bật wifi,personalize,train,nho la toi luon bat wifi
896,Nhắc tôi sạc xe tối nay.,nhắc tôi sạc xe tối nay,calendar,train,nhac toi sac xe toi nay
1127,Nhắc tôi họp lúc 8 giờ sáng.,nhắc tôi họp lúc giờ sáng,calendar,validation,nhac toi hop luc gio sang
428,Tôi học tốt hơn vào buổi tối.,tôi học tốt hơn vào buổi tối,personalize,train,toi hoc tot hon vao buoi toi
1316,Thêm lịch học AI tối nay.,thêm lịch học ai tối nay,calendar,test,them lich hoc ai toi nay
369,Truy cập thư mục Download!,truy cập thư mục download,control_device,train,truy cap thu muc download
964,Tôi cần yên tĩnh để tập trung.,tôi cần yên tĩnh để tập trung,personalize,train,toi can yen tinh đe tap trung
312,Bộ nhớ RAM dùng để làm gì?,bộ nhớ ram dùng để làm gì,qa,validation,bo nho ram dung đe lam gi
672,Họp nhóm dự án diễn ra khi nào?,họp nhóm dự án diễn ra khi nào,calendar,train,hop nhom du an dien ra khi nao
297,Sự khác nhau giữa HTTP và HTTPS là gì?,sự khác nhau giữa http và là gì,qa,train,su khac nhau giua http va la gi
81,Chạy ứng dụng Edge!,chạy ứng dụng edge,control_device,train,chay ung dung edge
513,Lịch tuần này như thế nào?,lịch tuần này như thế nào,calendar,test,lich tuan nay nhu the nao
33,Bật dữ liệu di động!,bật dữ liệu di động,control_device,test,bat du lieu di đong
1271,Đừng trả lời quá dài.,đừng trả lời quá dài,personalize,train,đung tra loi qua dai
264,Thêm lịch gọi điện buổi sáng.,thêm lịch gọi điện buổi sáng,calendar,train,them lich goi đien buoi sang
1,Lên lịch họp ngày mai.,lên lịch họp ngày mai,calendar,train,len lich hop ngay mai
422,Tắt ứng dụng Chrome!,tắt ứng dụng chrome,control_device,train,tat ung dung chrome
723,Tại sao con người cần ngủ mỗi ngày?,tại sao con người cần ngủ mỗi ngày,qa,train,tai sao con nguoi can ngu moi ngay
1533,Tôi thích assistant trả lời giống người thật.,tôi thích assistant trả lời giống người thật,personalize,validation,toi thich assistant tra loi giong nguoi that
259,Thêm lịch kiểm tra tài chính.,thêm lịch kiểm tra tài chính,calendar,validation,them lich kiem tra tai chinh
93,Thẻ ATM dùng để làm gì?,thẻ atm dùng để làm gì,qa,train,the atm dung đe lam gi
53,Thêm lịch đá bóng lúc 5 giờ chiều thứ bảy.,thêm lịch đá bóng lúc giờ chiều thứ bảy,calendar,train,them lich đa bong luc gio chieu thu bay
642,Làm sao để không thức khuya?,làm sao để không thức khuya,qa,train,lam sao đe khong thuc khuya
1259,Màu tôi thích nhất là đen.,màu tôi thích nhất là đen,personalize,train,mau toi thich nhat la đen
512,Xem thông tin hệ thống!,xem thông tin hệ thống,control_device,train,xem thong tin he thong
1266,Mình mê đá bóng.,mình mê đá bóng,personalize,validation,minh me đa bong
1023,Frontend là gì?,frontend là gì,qa,validation,frontend la gi
566,Khi nào hôm nay tôi trống?,khi nào hôm nay tôi trống,calendar,train,khi nao hom nay toi trong
201,Hôm nay có lịch học không?,hôm nay có lịch học không,calendar,test,hom nay co lich hoc khong
710,Lịch trình ngày mai ra sao?,lịch trình ngày mai ra sao,calendar,train,lich trinh ngay mai ra sao
734,Lịch tuần sau ra sao?,lịch tuần sau ra sao,calendar,test,lich tuan sau ra sao
280,Tạo nhắc nhở nộp bài ATmega128.,tạo nhắc nhở nộp bài atmega,calendar,train,tao nhac nho nop bai atmega
490,Mặt trời thường mọc hướng nào?,mặt trời thường mọc hướng nào,qa,test,mat troi thuong moc huong nao
916,Lưu cài đặt âm thanh vòm cho tai nghe.,lưu cài đặt âm thanh vòm cho tai nghe,personalize,train,luu cai đat am thanh vom cho tai nghe
766,Bật lại thông báo!,bật lại thông báo,control_device,train,bat lai thong bao
923,Tuần này có việc gì quan trọng không?,tuần này có việc gì quan trọng không,calendar,test,tuan nay co viec gi quan trong khong
1503,Vào YouTube phát nhạc học bài đi!,vào youtube phát nhạc học bài đi,control_device,train,vao youtube phat nhac hoc bai đi
1401,Tôi dễ buồn ngủ vào buổi chiều.,tôi dễ buồn ngủ vào buổi chiều,personalize,train,toi de buon ngu vao buoi chieu
1125,Semantic retrieval là gì?,semantic retrieval là gì,qa,train,semantic retrieval la gi
605,Tôi không thích trời quá nóng.,tôi không thích trời quá nóng,personalize,train,toi khong thich troi qua nong
250,Thêm lịch học online lúc 10 giờ sáng.,thêm lịch học online lúc giờ sáng,calendar,train,them lich hoc online luc gio sang
1467,Internet hoạt động như thế nào?,internet hoạt động như thế nào,qa,train,internet hoat đong nhu the nao
1122,STT nghĩa là gì?,stt nghĩa là gì,qa,train,stt nghia la gi
800,Mở thư mục desktop!,mở thư mục desktop,control_device,train,mo thu muc desktop
1419,LLM tạo câu trả lời bằng cách nào?,llm tạo câu trả lời bằng cách nào,qa,train,llm tao cau tra loi bang cach nao
1367,Mở camera giúp tôi!,mở camera giúp tôi,control_device,train,mo camera giup toi
1079,Client server là gì?,client server là gì,qa,train,client server la gi
1061,Pip là gì?,pip là gì,qa,train,pip la gi
967,Tắt tiếng đi!,tắt tiếng đi,control_device,train,tat tieng đi
226,Mở thư mục file!,mở thư mục file,control_device,train,mo thu muc file
1197,Mở TikTok đi!,mở tiktok đi,control_device,validation,mo tiktok đi
874,Chiều nay có việc gì không?,chiều nay có việc gì không,calendar,train,chieu nay co viec gi khong
811,Làm sao để lái xe an toàn?,làm sao để lái xe an toàn,qa,train,lam sao đe lai xe an toan
843,Thói quen nào giúp tăng năng suất làm việc?,thói quen nào giúp tăng năng suất làm việc,qa,train,thoi quen nao giup tang nang suat lam viec
1100,Regression là gì?,regression là gì,qa,validation,regression la gi
208,Làm sao để tự tin hơn?,làm sao để tự tin hơn,qa,train,lam sao đe tu tin hon
937,Phát wifi từ điện thoại!,phát wifi từ điện thoại,control_device,train,phat wifi tu đien thoai
48,Mở file explorer!,mở file explorer,control_device,train,mo file explorer
782,Tắt âm thanh!,tắt âm thanh,control_device,train,tat am thanh
816,Tắt màn hình ngay!,tắt màn hình ngay,control_device,train,tat man hinh ngay
907,Lịch tháng này có gì đáng chú ý?,lịch tháng này có gì đáng chú ý,calendar,train,lich thang nay co gi đang chu y
1405,Tôi hay procrastinate vào buổi tối.,tôi hay procrastinate vào buổi tối,personalize,train,toi hay procrastinate vao buoi toi
707,Tôi cần ngủ đủ giấc.,tôi cần ngủ đủ giấc,personalize,train,toi can ngu đu giac
1042,Ubuntu là gì?,ubuntu là gì,qa,train,ubuntu la gi
783,Tôi hay bật wifi cả ngày.,tôi hay bật wifi cả ngày,personalize,train,toi hay bat wifi ca ngay
660,Lịch trong vài ngày tới như thế nào?,lịch trong vài ngày tới như thế nào,calendar,train,lich trong vai ngay toi nhu the nao
616,Ngày kia có lịch gì không?,ngày kia có lịch gì không,calendar,train,ngay kia co lich gi khong
303,Lưu lại sở thích của tôi.,lưu lại sở thích của tôi,personalize,train,luu lai so thich cua toi
747,Thêm lịch đi ăn tối lúc 7 giờ.,thêm lịch đi ăn tối lúc giờ,calendar,train,them lich đi an toi luc gio
1280,Vào GitHub giúp tôi!,vào github giúp tôi,control_device,validation,vao github giup toi
23,Nhắc tôi uống thuốc lúc 8 giờ sáng.,nhắc tôi uống thuốc lúc giờ sáng,calendar,train,nhac toi uong thuoc luc gio sang
772,Cách học nhanh hơn là gì?,cách học nhanh hơn là gì,qa,train,cach hoc nhanh hon la gi
180,Mở cài đặt wifi!,mở cài đặt wifi,control_device,train,mo cai đat wifi
701,Tôi tránh uống cà phê buổi tối.,tôi tránh uống cà phê buổi tối,personalize,train,toi tranh uong ca phe buoi toi
86,Nhắc tôi làm bài tập tối nay.,nhắc tôi làm bài tập tối nay,calendar,train,nhac toi lam bai tap toi nay
317,Mở phần cài đặt hệ thống!,mở phần cài đặt hệ thống,control_device,test,mo phan cai đat he thong
290,Dọn dẹp bộ nhớ máy!,dọn dẹp bộ nhớ máy,control_device,test,don dep bo nho may
110,Nhắc lại lịch ngày mai.,nhắc lại lịch ngày mai,calendar,train,nhac lai lich ngay mai
968,Nấu cơm bằng nồi điện mất bao lâu?,nấu cơm bằng nồi điện mất bao lâu,qa,validation,nau com bang noi đien mat bao lau
1019,Docker là gì vậy?,docker là gì vậy,qa,train,docker la gi vay
1015,Tắt tiếng máy!,tắt tiếng máy,control_device,validation,tat tieng may
1054,Prompt engineering là gì?,prompt engineering là gì,qa,test,prompt engineering la gi
872,Lên lịch gặp bạn vào ngày mai.,lên lịch gặp bạn vào ngày mai,calendar,train,len lich gap ban vao ngay mai
752,Tạo lịch ăn tối lúc 7 giờ.,tạo lịch ăn tối lúc giờ,calendar,train,tao lich an toi luc gio
1531,Tôi thường tập trung tốt sau 9h tối.,tôi thường tập trung tốt sau h tối,personalize,train,toi thuong tap trung tot sau h toi
270,Tại sao việc thực hành quan trọng hơn lý thuyết?,tại sao việc thực hành quan trọng hơn lý thuyết,qa,validation,tai sao viec thuc hanh quan trong hon ly thuyet
212,Google được thành lập khi nào?,google được thành lập khi nào,qa,train,google đuoc thanh lap khi nao
1408,Mình đang cố cải thiện tiếng Anh giao tiếp.,mình đang cố cải thiện tiếng anh giao tiếp,personalize,train,minh đang co cai thien tieng anh giao tiep
1064,HTTP là gì?,http là gì,qa,validation,http la gi
159,Nấu phở bò cần những gì?,nấu phở bò cần những gì,qa,train,nau pho bo can nhung gi
694,Cấu trúc bài thi IELTS gồm những gì?,cấu trúc bài thi ielts gồm những gì,qa,train,cau truc bai thi ielts gom nhung gi
337,Tạo nhắc ngủ sớm lúc 11h.,tạo nhắc ngủ sớm lúc h,calendar,train,tao nhac ngu som luc h
900,Nhắc tôi họp lúc 9 giờ sáng mai.,nhắc tôi họp lúc giờ sáng mai,calendar,train,nhac toi hop luc gio sang mai
1124,Beam search là gì?,beam search là gì,qa,train,beam search la gi
136,Dừng nhạc lại!,dừng nhạc lại,control_device,train,dung nhac lai
1057,SQL là gì?,sql là gì,qa,train,sql la gi
1268,Đồ uống mình thích là coca.,đồ uống mình thích là coca,personalize,train,đo uong minh thich la coca
483,Tôi thích nghe nhạc.,tôi thích nghe nhạc,personalize,train,toi thich nghe nhac
291,Tôi muốn sống lành mạnh hơn.,tôi muốn sống lành mạnh hơn,personalize,train,toi muon song lanh manh hon
1415,Tôi đang luyện speaking IELTS mỗi ngày.,tôi đang luyện speaking ielts mỗi ngày,personalize,train,toi đang luyen speaking ielts moi ngay
1269,Hãy trả lời chi tiết hơn.,hãy trả lời chi tiết hơn,personalize,train,hay tra loi chi tiet hon
243,Lịch hôm nay có gì đáng chú ý?,lịch hôm nay có gì đáng chú ý,calendar,train,lich hom nay co gi đang chu y
1432,Vector database lưu dữ liệu như thế nào?,vector database lưu dữ liệu như thế nào,qa,test,vector database luu du lieu nhu the nao
394,Tôi thích đọc tin công nghệ vào buổi sáng.,tôi thích đọc tin công nghệ vào buổi sáng,personalize,train,toi thich đoc tin cong nghe vao buoi sang
922,GPU dùng để làm gì trong AI?,gpu dùng để làm gì trong ai,qa,test,gpu dung đe lam gi trong ai
441,Bật wifi lên!,bật wifi lên,control_device,test,bat wifi len
1524,Schedule demo project thứ 6 giúp tôi.,schedule demo project thứ giúp tôi,calendar,validation,schedule demo project thu giup toi
658,Bật Calculator!,bật calculator,control_device,train,bat calculator
58,Đặt nhắc nhở học từ vựng mỗi sáng.,đặt nhắc nhở học từ vựng mỗi sáng,calendar,validation,đat nhac nho hoc tu vung moi sang
633,Vì sao nên duy trì thói quen tốt?,vì sao nên duy trì thói quen tốt,qa,train,vi sao nen duy tri thoi quen tot
1193,Mở Stack Overflow!,mở stack overflow,control_device,train,mo stack overflow
417,Thời gian nào hôm nay tôi trống?,thời gian nào hôm nay tôi trống,calendar,train,thoi gian nao hom nay toi trong
335,Tôi rất thích bánh ngọt.,tôi rất thích bánh ngọt,personalize,train,toi rat thich banh ngot
257,Khởi động lại máy tính!,khởi động lại máy tính,control_device,train,khoi đong lai may tinh
261,Tắt nhạc đang phát!,tắt nhạc đang phát,control_device,train,tat nhac đang phat
1035,Semantic search là gì?,semantic search là gì,qa,train,semantic search la gi
510,Hôm nay có lịch gì?,hôm nay có lịch gì,calendar,train,hom nay co lich gi
817,Dữ liệu lớn nghĩa là gì?,dữ liệu lớn nghĩa là gì,qa,train,du lieu lon nghia la gi
994,Thoát khỏi chương trình hiện tại!,thoát khỏi chương trình hiện tại,control_device,train,thoat khoi chuong trinh hien tai
409,Từ Hà Nội đến Bắc Ninh bao nhiêu km?,từ hà nội đến bắc ninh bao nhiêu km,qa,train,tu ha noi đen bac ninh bao nhieu km
1508,Tôi ghét bị spam notification.,tôi ghét bị spam notification,personalize,test,toi ghet bi spam notification
764,Tạo lịch video call lúc 9 giờ tối.,tạo lịch video call lúc giờ tối,calendar,train,tao lich video call luc gio toi
770,Sáng thứ bảy có rảnh không?,sáng thứ bảy có rảnh không,calendar,test,sang thu bay co ranh khong
1132,Chiều mai tôi có bận không?,chiều mai tôi có bận không,calendar,train,chieu mai toi co ban khong
550,Lịch của tôi hiện tại thế nào?,lịch của tôi hiện tại thế nào,calendar,train,lich cua toi hien tai the nao
1498,Hủy cái lịch hồi chiều đi giúp tôi.,hủy cái lịch hồi chiều đi giúp tôi,calendar,train,huy cai lich hoi chieu đi giup toi
156,Microcontroller là gì?,microcontroller là gì,qa,train,microcontroller la gi
198,Lưu thói quen uống nước mỗi 2 tiếng.,lưu thói quen uống nước mỗi tiếng,personalize,train,luu thoi quen uong nuoc moi tieng
251,Xem Netflix!,xem netflix,control_device,train,xem netflix
862,Tạo lịch học vẽ vào cuối tuần.,tạo lịch học vẽ vào cuối tuần,calendar,train,tao lich hoc ve vao cuoi tuan
1072,Python async là gì?,python async là gì,qa,train,python async la gi
392,Hãy ghi nhớ thói quen này.,hãy ghi nhớ thói quen này,personalize,train,hay ghi nho thoi quen nay
438,Vì sao xe tiêu hao nhiên liệu khác nhau?,vì sao xe tiêu hao nhiên liệu khác nhau,qa,test,vi sao xe tieu hao nhien lieu khac nhau
915,Trong tuần này tôi rảnh lúc nào?,trong tuần này tôi rảnh lúc nào,calendar,test,trong tuan nay toi ranh luc nao
1014,Gửi tin nhắn mới!,gửi tin nhắn mới,control_device,train,gui tin nhan moi
574,Vì sao nước sôi ở 100 độ C?,vì sao nước sôi ở độ c,qa,train,vi sao nuoc soi o đo c
619,Cách dùng thì hiện tại hoàn thành?,cách dùng thì hiện tại hoàn thành,qa,train,cach dung thi hien tai hoan thanh
1091,Gemma là gì?,gemma là gì,qa,train,gemma la gi
687,Tại sao cần uống đủ nước mỗi ngày?,tại sao cần uống đủ nước mỗi ngày,qa,train,tai sao can uong đu nuoc moi ngay
1545,Vì sao uống cà phê tối dễ mất ngủ?,vì sao uống cà phê tối dễ mất ngủ,qa,train,vi sao uong ca phe toi de mat ngu
362,Tăng âm lượng lên mức cao!,tăng âm lượng lên mức cao,control_device,train,tang am luong len muc cao
585,Đặt lịch giúp tôi tối nay.,đặt lịch giúp tôi tối nay,calendar,train,đat lich giup toi toi nay
670,Vì sao tập thể dục buổi sáng hiệu quả hơn?,vì sao tập thể dục buổi sáng hiệu quả hơn,qa,train,vi sao tap the duc buoi sang hieu qua hon
867,Nhắc tôi đi đá bóng cuối tuần.,nhắc tôi đi đá bóng cuối tuần,calendar,train,nhac toi đi đa bong cuoi tuan
412,Cuối tuần có kế hoạch gì?,cuối tuần có kế hoạch gì,calendar,train,cuoi tuan co ke hoach gi
631,Cuộc hẹn tiếp theo khi nào?,cuộc hẹn tiếp theo khi nào,calendar,train,cuoc hen tiep theo khi nao
1107,MCP là gì?,mcp là gì,qa,train,mcp la gi
1504,Search cách fix docker error!,search cách fix docker error,control_device,train,search cach fix docker error
837,Lên lịch chạy ShopeeFood từ 11h đến 14h.,lên lịch chạy shopeefood từ h đến h,calendar,test,len lich chay shopeefood tu h đen h
652,√144 là bao nhiêu?,là bao nhiêu,qa,train,la bao nhieu
592,Tôi học Đại học Khoa học Tự nhiên.,tôi học đại học khoa học tự nhiên,personalize,train,toi hoc đai hoc khoa hoc tu nhien
398,Xem lịch tuần này.,xem lịch tuần này,calendar,validation,xem lich tuan nay
203,Ngày mai có việc gì cần làm?,ngày mai có việc gì cần làm,calendar,validation,ngay mai co viec gi can lam
625,Mở Google Maps!,mở google maps,control_device,train,mo google maps
1499,Mai tôi có phải lên trường không ta?,mai tôi có phải lên trường không ta,calendar,validation,mai toi co phai len truong khong ta
1226,Vì sao GPU mạnh cho AI?,vì sao gpu mạnh cho ai,qa,train,vi sao gpu manh cho ai
493,Cầu Vàng ở đâu?,cầu vàng ở đâu,qa,train,cau vang o đau
1459,Linux là gì vậy?,linux là gì vậy,qa,test,linux la gi vay
1185,Mở ChatGPT!,mở chatgpt,control_device,train,mo chatgpt
570,Sáng nay tôi có rảnh không?,sáng nay tôi có rảnh không,calendar,validation,sang nay toi co ranh khong
1189,Google docker là gì!,google docker là gì,control_device,train,google docker la gi
1017,Blockchain hoạt động sao?,blockchain hoạt động sao,qa,train,blockchain hoat đong sao
113,Tạo sự kiện họp online tối nay.,tạo sự kiện họp online tối nay,calendar,train,tao su kien hop online toi nay
344,Tối nay có lịch học tiếng Anh không?,tối nay có lịch học tiếng anh không,calendar,train,toi nay co lich hoc tieng anh khong
99,Khi nào nên nghỉ ngơi trong lúc làm việc?,khi nào nên nghỉ ngơi trong lúc làm việc,qa,train,khi nao nen nghi ngoi trong luc lam viec
315,Tối nay có kế hoạch gì?,tối nay có kế hoạch gì,calendar,train,toi nay co ke hoach gi
445,Tại sao điều hòa không mát?,tại sao điều hòa không mát,qa,train,tai sao đieu hoa khong mat
145,Sấm sét hình thành như thế nào?,sấm sét hình thành như thế nào,qa,train,sam set hinh thanh nhu the nao
1293,Google fastapi websocket!,google fastapi websocket,control_device,train,google fastapi websocket
452,Đặt lịch học ngày mai 6 giờ.,đặt lịch học ngày mai giờ,calendar,train,đat lich hoc ngay mai gio
851,Nhắc tôi làm bài reading IELTS chủ nhật.,nhắc tôi làm bài reading ielts chủ nhật,calendar,train,nhac toi lam bai reading ielts chu nhat
1272,Tôi thích coding ban đêm.,tôi thích coding ban đêm,personalize,train,toi thich coding ban đem
1356,Restart máy tính hộ cái!,restart máy tính hộ cái,control_device,train,restart may tinh ho cai
217,Restart máy tính!,restart máy tính,control_device,train,restart may tinh
990,Tôi không thích thức khuya.,tôi không thích thức khuya,personalize,train,toi khong thich thuc khuya
478,Bây giờ là mấy giờ?,bây giờ là mấy giờ,qa,train,bay gio la may gio
1174,Đừng dài dòng quá.,đừng dài dòng quá,personalize,train,đung dai dong qua
830,Cách ChatGPT trả lời câu hỏi?,cách chatgpt trả lời câu hỏi,qa,train,cach chatgpt tra loi cau hoi
892,Tắt dữ liệu mạng!,tắt dữ liệu mạng,control_device,train,tat du lieu mang
803,Lãi suất ngân hàng là gì?,lãi suất ngân hàng là gì,qa,train,lai suat ngan hang la gi
614,Tôi không thích tiếng ồn.,tôi không thích tiếng ồn,personalize,train,toi khong thich tieng on
503,Ngày kia có việc gì không?,ngày kia có việc gì không,calendar,train,ngay kia co viec gi khong
404,Mở Excel lên!,mở excel lên,control_device,train,mo excel len
651,Dân số Hà Nội bao nhiêu?,dân số hà nội bao nhiêu,qa,train,dan so ha noi bao nhieu
1236,Retrieval Augmented Generation là gì?,retrieval augmented generation là gì,qa,train,retrieval augmented generation la gi
693,Tôi có rảnh cuối tuần không?,tôi có rảnh cuối tuần không,calendar,train,toi co ranh cuoi tuan khong
908,Vì sao con người cần nghỉ ngơi?,vì sao con người cần nghỉ ngơi,qa,train,vi sao con nguoi can nghi ngoi
1324,Nhắc tôi nộp bài vào tối mai.,nhắc tôi nộp bài vào tối mai,calendar,train,nhac toi nop bai vao toi mai
905,Nhắc tôi nộp báo cáo vi điều khiển vào thứ hai.,nhắc tôi nộp báo cáo vi điều khiển vào thứ hai,calendar,train,nhac toi nop bao cao vi đieu khien vao thu hai
729,Mở Google Chrome!,mở google chrome,control_device,train,mo google chrome
1235,Vì sao AI đôi lúc trả lời sai?,vì sao ai đôi lúc trả lời sai,qa,train,vi sao ai đoi luc tra loi sai
1284,Mở Twitch đi!,mở twitch đi,control_device,validation,mo twitch đi
87,Ngày hôm nay bận hay rảnh?,ngày hôm nay bận hay rảnh,calendar,train,ngay hom nay ban hay ranh
41,Địa chỉ nhà tôi là Bắc Ninh.,địa chỉ nhà tôi là bắc ninh,personalize,train,đia chi nha toi la bac ninh
274,Nhớ là tôi hay thức khuya.,nhớ là tôi hay thức khuya,personalize,train,nho la toi hay thuc khuya
1136,Mai có cuộc họp nào không?,mai có cuộc họp nào không,calendar,validation,mai co cuoc hop nao khong
727,Khởi động Google Chrome!,khởi động google chrome,control_device,train,khoi đong google chrome
331,Tôi rất thích đồ ăn cay.,tôi rất thích đồ ăn cay,personalize,train,toi rat thich đo an cay
1040,Wifi là gì?,wifi là gì,qa,train,wifi la gi
1494,API là gì vậy?,api là gì vậy,qa,train,api la gi vay
98,Mở đèn pin!,mở đèn pin,control_device,train,mo đen pin
1218,Vì sao semantic search tốt hơn keyword search?,vì sao semantic search tốt hơn keyword search,qa,validation,vi sao semantic search tot hon keyword search
684,Tôi thích làm việc buổi tối.,tôi thích làm việc buổi tối,personalize,validation,toi thich lam viec buoi toi
963,Tôi thích ăn đồ cay.,tôi thích ăn đồ cay,personalize,train,toi thich an đo cay
134,Bật chế độ tiết kiệm pin đi!,bật chế độ tiết kiệm pin đi,control_device,test,bat che đo tiet kiem pin đi
532,Nhắc tôi nghỉ ngơi lúc 10 giờ tối.,nhắc tôi nghỉ ngơi lúc giờ tối,calendar,test,nhac toi nghi ngoi luc gio toi
611,Tôi thường tập gym lúc 2 giờ chiều.,tôi thường tập gym lúc giờ chiều,personalize,train,toi thuong tap gym luc gio chieu
498,Bật Microsoft Word!,bật microsoft word,control_device,train,bat microsoft word
15,Ghi lại thói quen dùng tai nghe của tôi.,ghi lại thói quen dùng tai nghe của tôi,personalize,validation,ghi lai thoi quen dung tai nghe cua toi
200,Tôi làm việc hiệu quả vào buổi sáng.,tôi làm việc hiệu quả vào buổi sáng,personalize,train,toi lam viec hieu qua vao buoi sang
556,Tôi ít khi dùng bluetooth.,tôi ít khi dùng bluetooth,personalize,train,toi it khi dung bluetooth
71,Đóng tất cả ứng dụng đang chạy!,đóng tất cả ứng dụng đang chạy,control_device,train,đong tat ca ung dung đang chay
491,Thêm lịch ôn thi vào buổi tối.,thêm lịch ôn thi vào buổi tối,calendar,validation,them lich on thi vao buoi toi
38,Cách viết CV xin việc?,cách viết cv xin việc,qa,train,cach viet cv xin viec
858,Nhắc tôi thanh toán hóa đơn tối nay.,nhắc tôi thanh toán hóa đơn tối nay,calendar,train,nhac toi thanh toan hoa đon toi nay
1468,Docker compose có tác dụng gì?,docker compose có tác dụng gì,qa,train,docker compose co tac dung gi
1103,F1 score là gì?,f score là gì,qa,train,f score la gi
466,Tôi không thích uống nước lạnh.,tôi không thích uống nước lạnh,personalize,train,toi khong thich uong nuoc lanh
442,Cuối tuần này có việc gì không?,cuối tuần này có việc gì không,calendar,validation,cuoi tuan nay co viec gi khong
913,Ngày mai có phải đi làm không?,ngày mai có phải đi làm không,calendar,train,ngay mai co phai đi lam khong
255,Thêm lịch đi ngân hàng ngày mai.,thêm lịch đi ngân hàng ngày mai,calendar,train,them lich đi ngan hang ngay mai
909,Chạy Spotify!,chạy spotify,control_device,train,chay spotify
1445,Python có dễ học không?,python có dễ học không,qa,train,python co de hoc khong
92,Mở Chrome!,mở chrome,control_device,validation,mo chrome
860,Tôi thường uống trà buổi tối.,tôi thường uống trà buổi tối,personalize,validation,toi thuong uong tra buoi toi
1265,Tôi thích xem phim khoa học viễn tưởng.,tôi thích xem phim khoa học viễn tưởng,personalize,test,toi thich xem phim khoa hoc vien tuong
189,Bao lâu nên vệ sinh máy lạnh?,bao lâu nên vệ sinh máy lạnh,qa,train,bao lau nen ve sinh may lanh
1323,Thứ 7 này có lịch gì không?,thứ này có lịch gì không,calendar,train,thu nay co lich gi khong
1541,Vì sao điện thoại nóng lên khi chơi game?,vì sao điện thoại nóng lên khi chơi game,qa,train,vi sao đien thoai nong len khi choi game
720,Tắt ứng dụng đang chạy!,tắt ứng dụng đang chạy,control_device,train,tat ung dung đang chay
956,Tạm dừng bài hát!,tạm dừng bài hát,control_device,train,tam dung bai hat
1448,Semantic search khác keyword search thế nào?,semantic search khác keyword search thế nào,qa,train,semantic search khac keyword search the nao
520,Sự khác biệt giữa CPU và GPU?,sự khác biệt giữa cpu và gpu,qa,train,su khac biet giua cpu va gpu
1137,Xem lịch hôm nay.,xem lịch hôm nay,calendar,train,xem lich hom nay
971,Tắt âm thanh hệ thống!,tắt âm thanh hệ thống,control_device,train,tat am thanh he thong
